,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
0,2020-2021,1,Bayern Munich,Manuel Neuer,GER,34,90.0,Home,Schalke 04,Win,1,0,1,100.0,0.0,1,2,50.0,37,6,5.4,24.2,1,0.0,25.0,3,0,0.0,0,15.8
1,2020-2021,1,Schalke 04,Ralf Fährmann,GER,31,90.0,Away,Bayern Munich,Defeat,10,8,3,30.0,5.3,5,24,20.8,32,5,56.3,42.2,10,60.0,44.8,12,0,0.0,1,15.0
2,2020-2021,1,Köln,Timo Horn,GER,27,90.0,Home,Hoffenheim,Defeat,6,3,4,66.7,2.6,12,20,60.0,51,3,37.3,33.9,6,16.7,30.7,5,0,0.0,1,17.7
3,2020-2021,1,Hoffenheim,Oliver Baumann,GER,30,90.0,Away,Köln,Win,6,2,3,66.7,1.6,7,23,30.4,43,6,30.2,31.8,12,83.3,60.5,9,0,0.0,1,18.4
4,2020-2021,1,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,Arminia,Draw,4,1,3,75.0,1.3,6,13,46.2,32,5,31.3,30.1,7,42.9,34.6,7,1,14.3,0,9.5
5,2020-2021,1,Arminia,Stefan Ortega,GER,27,90.0,Away,Eintracht Frankfurt,Draw,6,1,5,83.3,1.2,13,36,36.1,46,4,63.0,47.6,9,77.8,62.9,15,1,6.7,0,10.9
6,2020-2021,1,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Hertha BSC,Defeat,6,4,2,33.3,2.1,6,10,60.0,16,7,31.3,33.4,8,62.5,47.8,6,0,0.0,0,11.2
7,2020-2021,1,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,Werder Bremen,Win,6,1,5,83.3,1.0,11,20,55.0,39,6,28.2,33.2,10,90.0,67.3,10,2,20.0,1,10.9
8,2020-2021,1,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Augsburg,Defeat,5,3,2,40.0,0.9,6,13,46.2,37,4,27.0,30.9,5,60.0,47.0,6,0,0.0,0,12.3
9,2020-2021,1,Augsburg,Rafał Gikiewicz,POL,32,90.0,Away,Union Berlin,Win,3,1,2,66.7,1.1,6,20,30.0,38,7,39.5,37.1,6,83.3,64.2,19,1,5.3,1,14.8
10,2020-2021,1,Stuttgart,Gregor Kobel,SUI,22,90.0,Home,Freiburg,Defeat,5,3,2,40.0,1.3,4,5,80.0,36,4,13.9,21.8,3,0.0,14.0,3,0,0.0,1,19.5
11,2020-2021,1,Freiburg,Florian Müller,GER,22,90.0,Away,Stuttgart,Win,6,2,4,66.7,1.8,8,22,36.4,28,2,35.7,35.4,12,100.0,71.0,11,1,9.1,0,11.0
12,2020-2021,1,Dortmund,Roman Bürki,SUI,29,90.0,Home,Mönchengladbach,Win,2,0,2,100.0,0.4,3,10,30.0,23,5,34.8,31.5,6,33.3,36.5,7,0,0.0,0,9.6
13,2020-2021,1,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Dortmund,Defeat,3,3,1,33.3,2.3,1,2,50.0,23,2,8.7,24.5,6,0.0,16.8,4,0,0.0,0,10.0
14,2020-2021,1,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Mainz 05,Win,1,1,0,0.0,0.5,3,4,75.0,34,2,11.8,25.9,4,0.0,17.0,5,0,0.0,1,12.4
15,2020-2021,1,Mainz 05,Robin Zentner,GER,25,90.0,Away,RB Leipzig,Defeat,8,3,6,75.0,1.4,4,9,44.4,23,8,26.1,30.3,11,27.3,30.3,7,0,0.0,0,11.0
16,2020-2021,1,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Bayer Leverkusen,Draw,3,0,3,100.0,0.5,10,27,37.0,41,3,56.1,43.9,5,80.0,59.2,11,1,9.1,0,13.7
17,2020-2021,1,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Away,Wolfsburg,Draw,1,0,1,100.0,0.6,4,11,36.4,39,7,23.1,29.4,6,33.3,34.8,7,0,0.0,1,18.8
18,2020-2021,2,Hertha BSC,Alexander Schwolow,GER,28,90.0,Home,Eintracht Frankfurt,Defeat,2,3,0,0.0,1.6,10,12,83.3,23,2,30.4,31.1,10,50.0,36.1,6,0,0.0,1,25.3
19,2020-2021,2,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Hertha BSC,Win,6,1,6,83.3,0.7,10,19,52.6,34,7,47.1,42.1,5,60.0,49.2,16,1,6.3,1,17.5
20,2020-2021,2,Mainz 05,Robin Zentner,GER,25,90.0,Home,Stuttgart,Defeat,7,4,3,42.9,2.7,3,10,30.0,39,5,23.1,29.9,8,12.5,22.1,10,1,10.0,1,17.4
21,2020-2021,2,Stuttgart,Gregor Kobel,SUI,22,90.0,Away,Mainz 05,Win,2,1,1,50.0,1.0,9,13,69.2,24,4,41.7,35.0,8,37.5,40.0,9,0,0.0,2,18.5
22,2020-2021,2,Arminia,Stefan Ortega,GER,27,90.0,Home,Köln,Win,2,0,2,100.0,0.8,18,27,66.7,60,2,43.3,37.4,5,20.0,30.0,9,1,11.1,2,18.0
23,2020-2021,2,Köln,Timo Horn,GER,27,90.0,Away,Arminia,Defeat,3,1,2,66.7,0.3,5,14,35.7,32,8,37.5,33.6,8,25.0,24.9,7,1,14.3,3,18.5
24,2020-2021,2,Mönchengladbach,Yann Sommer,SUI,31,90.0,Home,Union Berlin,Draw,2,1,1,50.0,0.3,4,7,57.1,26,4,23.1,26.4,7,14.3,20.7,7,1,14.3,1,18.5
25,2020-2021,2,Union Berlin,Andreas Luthe,GER,33,90.0,Away,Mönchengladbach,Draw,6,1,5,83.3,1.8,8,25,32.0,33,2,54.5,40.6,8,87.5,55.4,9,1,11.1,0,13.3
26,2020-2021,2,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Home,RB Leipzig,Draw,2,1,1,50.0,0.7,8,15,53.3,36,3,38.9,35.0,4,25.0,27.0,7,1,14.3,2,20.0
27,2020-2021,2,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Away,Bayer Leverkusen,Draw,4,1,3,75.0,0.4,10,19,52.6,33,3,48.5,39.7,9,33.3,34.0,11,1,9.1,0,9.0
28,2020-2021,2,Augsburg,Rafał Gikiewicz,POL,32,90.0,Home,Dortmund,Win,6,0,6,100.0,1.2,6,18,33.3,18,6,55.6,45.3,11,72.7,62.5,18,0,0.0,0,13.2
29,2020-2021,2,Dortmund,Roman Bürki,SUI,29,90.0,Away,Augsburg,Defeat,4,2,2,50.0,1.5,3,5,60.0,23,5,21.7,29.0,5,0.0,22.4,5,0,0.0,0,18.0
30,2020-2021,2,Schalke 04,Ralf Fährmann,GER,31,90.0,Home,Werder Bremen,Defeat,5,3,3,60.0,2.8,5,11,45.5,33,7,27.3,31.7,7,28.6,31.9,6,0,0.0,3,16.0
31,2020-2021,2,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,Schalke 04,Win,4,1,3,75.0,0.4,5,16,31.3,19,4,63.2,50.5,4,100.0,64.0,10,0,0.0,0,9.8
32,2020-2021,2,Hoffenheim,Oliver Baumann,GER,30,90.0,Home,Bayern Munich,Win,3,1,1,66.7,1.1,9,31,29.0,27,1,74.1,55.6,18,61.1,44.8,19,1,5.3,3,16.7
33,2020-2021,2,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Hoffenheim,Defeat,7,4,3,57.1,5.1,4,7,57.1,25,6,24.0,30.0,6,16.7,30.0,7,0,0.0,0,13.3
34,2020-2021,2,Freiburg,Florian Müller,GER,22,90.0,Home,Wolfsburg,Draw,2,1,1,50.0,1.0,4,12,33.3,25,2,24.0,28.4,10,60.0,48.7,3,0,0.0,0,8.3
35,2020-2021,2,Wolfsburg,Pavao Pervan,AUT,32,90.0,Away,Freiburg,Draw,7,1,5,85.7,2.7,8,19,42.1,23,1,56.5,43.2,9,66.7,53.4,13,1,7.7,0,11.3
36,2020-2021,3,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Mainz 05,Win,0,0,0,,0.0,3,20,15.0,28,2,53.6,44.1,6,83.3,60.5,9,0,0.0,0,12.5
37,2020-2021,3,Mainz 05,Robin Zentner,GER,25,90.0,Away,Union Berlin,Defeat,7,4,3,42.9,2.2,3,9,33.3,25,6,28.0,35.2,5,40.0,41.6,8,0,0.0,2,20.6
38,2020-2021,3,Stuttgart,Gregor Kobel,SUI,22,90.0,Home,Bayer Leverkusen,Draw,7,1,6,85.7,1.4,8,18,44.4,34,7,44.1,37.3,13,23.1,29.3,6,0,0.0,1,15.8
39,2020-2021,3,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Away,Stuttgart,Draw,2,1,1,50.0,0.8,10,24,41.7,39,3,41.0,35.5,11,72.7,43.5,8,0,0.0,2,19.1
40,2020-2021,3,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Arminia,Win,4,0,4,100.0,1.0,12,25,48.0,29,5,65.5,50.1,6,100.0,70.3,7,0,0.0,1,13.2
41,2020-2021,3,Arminia,Stefan Ortega,GER,27,90.0,Away,Werder Bremen,Defeat,2,1,1,50.0,0.9,17,24,70.8,67,7,32.8,35.5,8,25.0,33.8,5,0,0.0,2,17.3
42,2020-2021,3,Köln,Timo Horn,GER,27,90.0,Home,Mönchengladbach,Defeat,9,3,7,77.8,2.2,6,17,35.3,32,5,50.0,40.6,2,50.0,49.0,4,0,0.0,1,14.8
43,2020-2021,3,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Köln,Win,2,1,1,50.0,0.1,7,17,41.2,57,6,28.1,32.5,6,16.7,24.3,8,1,12.5,2,19.3
44,2020-2021,3,Dortmund,Marwin Hitz,SUI,33,90.0,Home,Freiburg,Win,2,0,2,100.0,0.4,5,9,55.6,33,5,24.2,28.0,3,33.3,29.7,2,1,50.0,1,17.2
45,2020-2021,3,Freiburg,Florian Müller,GER,22,90.0,Away,Dortmund,Defeat,6,4,2,33.3,2.7,6,20,30.0,30,3,43.3,38.6,10,70.0,52.0,4,0,0.0,0,11.0
46,2020-2021,3,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,Hoffenheim,Win,3,1,2,66.7,1.3,12,23,52.2,38,7,50.0,39.3,7,57.1,49.9,6,2,33.3,2,18.4
47,2020-2021,3,Hoffenheim,Oliver Baumann,GER,30,90.0,Away,Eintracht Frankfurt,Defeat,6,2,4,66.7,2.2,5,18,27.8,40,7,40.0,36.1,12,16.7,29.8,8,0,0.0,0,13.4
48,2020-2021,3,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Schalke 04,Win,1,0,1,100.0,0.0,1,2,50.0,21,4,9.5,27.7,4,0.0,16.3,1,0,0.0,0,13.0
49,2020-2021,3,Schalke 04,Ralf Fährmann,GER,32,45.0,Away,RB Leipzig,Defeat,3,3,1,0.0,1.3,7,15,46.7,17,2,58.8,40.3,7,71.4,48.3,5,0,0.0,1,13.5
50,2020-2021,3,Schalke 04,Frederik Rønnow,DEN,28,45.0,Away,RB Leipzig,Defeat,3,1,3,100.0,1.6,3,7,42.9,13,3,46.2,36.4,6,16.7,22.3,5,0,0.0,0,4.0
51,2020-2021,3,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Augsburg,Draw,1,0,1,100.0,0.1,4,9,44.4,28,5,25.0,34.1,4,50.0,41.5,6,2,33.3,1,17.0
52,2020-2021,3,Augsburg,Rafał Gikiewicz,POL,32,90.0,Away,Wolfsburg,Draw,5,1,5,80.0,0.7,10,24,41.7,29,8,55.2,42.9,10,80.0,59.3,10,2,20.0,1,10.8
53,2020-2021,3,Bayern Munich,Manuel Neuer,GER,34,90.0,Home,Hertha BSC,Win,5,3,2,40.0,2.3,4,4,100.0,18,2,16.7,26.9,5,20.0,33.0,12,0,0.0,0,12.0
54,2020-2021,3,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,Bayern Munich,Defeat,8,4,5,62.5,4.0,4,16,25.0,17,1,52.9,42.2,11,63.6,52.3,16,1,6.3,0,8.0
55,2020-2021,4,Freiburg,Florian Müller,GER,22,90.0,Home,Werder Bremen,Draw,3,1,3,100.0,1.7,3,8,37.5,18,2,22.2,29.7,9,44.4,46.6,6,0,0.0,0,10.0
56,2020-2021,4,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,Freiburg,Draw,4,1,3,75.0,0.7,10,20,50.0,23,4,60.9,45.0,11,54.5,47.0,16,1,6.3,1,14.1
57,2020-2021,4,Hertha BSC,Alexander Schwolow,GER,28,90.0,Home,Stuttgart,Defeat,2,2,0,0.0,0.8,10,17,58.8,40,10,40.0,35.7,8,12.5,21.6,7,0,0.0,1,16.3
58,2020-2021,4,Stuttgart,Gregor Kobel,SUI,22,90.0,Away,Hertha BSC,Win,4,0,4,100.0,0.6,2,14,14.3,23,6,56.5,42.1,11,9.1,17.9,12,0,0.0,0,10.7
59,2020-2021,4,Hoffenheim,Oliver Baumann,GER,30,90.0,Home,Dortmund,Defeat,4,1,3,75.0,1.3,5,16,31.3,43,7,34.9,33.1,6,16.7,25.5,8,0,0.0,2,14.2
60,2020-2021,4,Dortmund,Marwin Hitz,SUI,33,90.0,Away,Hoffenheim,Win,3,0,3,100.0,0.2,9,16,56.3,28,6,39.3,35.6,7,71.4,57.9,7,2,28.6,0,14.8
61,2020-2021,4,Augsburg,Rafał Gikiewicz,POL,32,90.0,Home,RB Leipzig,Defeat,6,2,3,66.7,2.9,6,20,30.0,38,7,44.7,37.7,8,37.5,34.1,8,1,12.5,0,13.4
62,2020-2021,4,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Away,Augsburg,Win,2,0,2,100.0,0.8,2,3,66.7,30,7,6.7,23.6,2,50.0,44.5,5,0,0.0,1,23.8
63,2020-2021,4,Mainz 05,Robin Zentner,GER,25,90.0,Home,Bayer Leverkusen,Defeat,4,1,3,75.0,0.5,10,20,50.0,28,6,53.6,39.8,8,62.5,48.4,6,1,16.7,1,21.7
64,2020-2021,4,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Away,Mainz 05,Win,0,0,0,,0.0,9,18,50.0,44,6,36.4,35.9,7,28.6,29.3,8,1,12.5,2,18.6
65,2020-2021,4,Arminia,Stefan Ortega,GER,27,90.0,Home,Bayern Munich,Defeat,10,4,6,60.0,3.3,8,21,38.1,45,4,44.4,42.9,8,12.5,22.9,16,2,12.5,0,10.0
66,2020-2021,4,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Arminia,Win,5,1,4,80.0,1.9,8,10,80.0,37,7,27.0,31.5,4,0.0,27.0,0,0,,0,8.0
67,2020-2021,4,Mönchengladbach,Yann Sommer,SUI,31,90.0,Home,Wolfsburg,Draw,5,1,4,80.0,1.2,5,12,41.7,29,6,37.9,35.3,6,16.7,17.8,8,1,12.5,0,12.0
68,2020-2021,4,Wolfsburg,Koen Casteels,BEL,28,90.0,Away,Mönchengladbach,Draw,1,1,1,100.0,0.4,9,23,39.1,39,6,41.0,36.9,9,77.8,52.7,8,2,25.0,0,10.7
69,2020-2021,4,Köln,Timo Horn,GER,27,90.0,Home,Eintracht Frankfurt,Draw,3,1,3,100.0,1.5,11,23,47.8,29,1,58.6,44.5,9,66.7,48.7,13,1,7.7,1,13.8
70,2020-2021,4,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Köln,Draw,5,1,4,80.0,1.3,21,33,63.6,50,1,56.0,38.9,5,100.0,74.6,9,1,11.1,0,21.0
71,2020-2021,4,Schalke 04,Frederik Rønnow,DEN,28,90.0,Home,Union Berlin,Draw,7,1,6,85.7,1.5,6,14,42.9,28,6,25.0,29.8,11,63.6,48.8,7,0,0.0,0,17.3
72,2020-2021,4,Union Berlin,Andreas Luthe,GER,33,90.0,Away,Schalke 04,Draw,4,1,2,75.0,0.3,8,16,50.0,26,2,53.8,42.3,3,66.7,48.3,5,0,0.0,0,16.5
73,2020-2021,5,Stuttgart,Gregor Kobel,SUI,22,90.0,Home,Köln,Draw,3,1,3,100.0,1.1,7,12,58.3,24,4,37.5,31.5,8,37.5,36.5,19,1,5.3,1,12.2
74,2020-2021,5,Köln,Timo Horn,GER,27,90.0,Away,Stuttgart,Draw,4,1,3,75.0,1.6,12,22,54.5,38,3,55.3,40.7,3,33.3,36.7,7,0,0.0,0,15.7
75,2020-2021,5,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Freiburg,Draw,4,1,3,75.0,0.9,6,18,33.3,29,3,51.7,44.0,4,75.0,53.5,8,0,0.0,0,14.1
76,2020-2021,5,Freiburg,Florian Müller,GER,22,90.0,Away,Union Berlin,Draw,7,1,6,85.7,1.5,10,26,38.5,31,3,48.4,45.2,12,91.7,70.3,15,1,6.7,1,17.3
77,2020-2021,5,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Hertha BSC,Win,2,1,1,50.0,0.9,4,7,57.1,17,1,35.3,34.4,7,14.3,29.3,2,0,0.0,4,22.1
78,2020-2021,5,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,RB Leipzig,Defeat,7,2,6,85.7,2.9,8,28,28.6,29,5,48.3,38.9,19,73.7,57.2,14,2,14.3,0,18.3
79,2020-2021,5,Mainz 05,Robin Zentner,GER,25,90.0,Home,Mönchengladbach,Defeat,8,3,6,75.0,3.1,8,28,28.6,43,6,48.8,39.2,7,100.0,77.1,10,0,0.0,2,13.1
80,2020-2021,5,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Mainz 05,Win,6,2,4,66.7,2.2,3,10,30.0,32,4,31.3,34.0,4,0.0,14.8,10,0,0.0,0,13.0
81,2020-2021,5,Bayern Munich,Manuel Neuer,GER,34,90.0,Home,Eintracht Frankfurt,Win,2,0,2,100.0,0.2,12,19,63.2,55,12,32.7,30.7,7,14.3,22.3,10,0,0.0,0,13.1
82,2020-2021,5,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Bayern Munich,Defeat,9,5,4,44.4,4.1,8,18,44.4,24,5,58.3,44.3,9,44.4,38.6,10,1,10.0,0,11.5
83,2020-2021,5,Dortmund,Roman Bürki,SUI,29,90.0,Home,Schalke 04,Win,0,0,0,,0.0,1,6,16.7,24,1,25.0,31.4,2,0.0,17.5,0,0,,0,13.0
84,2020-2021,5,Schalke 04,Frederik Rønnow,DEN,28,90.0,Away,Dortmund,Defeat,7,3,4,57.1,2.0,4,16,25.0,21,4,57.1,42.4,6,66.7,56.5,3,0,0.0,0,12.0
85,2020-2021,5,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Arminia,Win,1,1,0,0.0,0.8,11,22,50.0,35,7,48.6,39.0,5,100.0,68.8,9,0,0.0,0,14.8
86,2020-2021,5,Arminia,Stefan Ortega,GER,27,90.0,Away,Wolfsburg,Defeat,4,2,2,50.0,1.9,11,28,39.3,54,2,48.1,38.7,4,50.0,46.8,12,0,0.0,2,14.0
87,2020-2021,5,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Hoffenheim,Draw,4,1,3,75.0,0.9,5,13,38.5,26,6,23.1,31.0,9,77.8,53.1,15,1,6.7,1,13.8
88,2020-2021,5,Hoffenheim,Philipp Pentke,GER,35,90.0,Away,Werder Bremen,Draw,2,1,1,50.0,0.4,2,6,33.3,25,5,20.0,29.8,4,25.0,31.5,2,0,0.0,1,20.3
89,2020-2021,5,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Home,Augsburg,Win,3,1,2,66.7,0.2,6,18,33.3,40,7,40.0,36.7,5,40.0,33.8,5,0,0.0,1,20.0
90,2020-2021,5,Augsburg,Rafał Gikiewicz,POL,33,90.0,Away,Bayer Leverkusen,Defeat,6,3,4,66.7,2.6,5,13,38.5,35,6,31.4,32.7,6,33.3,34.0,9,1,11.1,3,19.9
91,2020-2021,6,Schalke 04,Frederik Rønnow,DEN,28,90.0,Home,Stuttgart,Draw,7,1,7,100.0,2.2,6,7,85.7,30,10,16.7,29.0,8,25.0,30.6,9,0,0.0,0,14.5
92,2020-2021,6,Stuttgart,Gregor Kobel,SUI,22,90.0,Away,Schalke 04,Draw,2,1,1,50.0,0.9,5,8,62.5,25,6,24.0,29.4,5,40.0,25.6,2,0,0.0,1,14.2
93,2020-2021,6,Arminia,Stefan Ortega,GER,27,90.0,Home,Dortmund,Defeat,10,2,8,80.0,2.4,13,33,39.4,40,5,62.5,46.7,10,80.0,55.6,11,0,0.0,0,13.4
94,2020-2021,6,Dortmund,Roman Bürki,SUI,29,90.0,Away,Arminia,Win,2,0,2,100.0,0.3,5,11,45.5,29,3,31.0,35.7,4,50.0,45.5,2,0,0.0,0,17.0
95,2020-2021,6,Köln,Timo Horn,GER,27,90.0,Home,Bayern Munich,Defeat,3,2,2,66.7,1.4,13,25,52.0,33,1,57.6,42.1,11,54.5,45.1,6,0,0.0,1,11.0
96,2020-2021,6,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Köln,Win,2,1,1,50.0,1.4,2,5,40.0,29,7,13.8,29.0,5,20.0,37.8,11,0,0.0,1,18.8
97,2020-2021,6,Augsburg,Rafał Gikiewicz,POL,33,90.0,Home,Mainz 05,Win,4,1,3,75.0,0.4,8,18,44.4,47,7,31.9,30.5,10,30.0,35.5,8,1,12.5,1,18.6
98,2020-2021,6,Mainz 05,Robin Zentner,GER,26,90.0,Away,Augsburg,Defeat,6,3,3,50.0,2.6,3,7,42.9,31,8,16.1,26.6,9,22.2,34.9,7,1,14.3,2,20.5
99,2020-2021,6,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,Werder Bremen,Draw,4,1,3,75.0,0.4,3,5,60.0,30,6,16.7,25.7,5,0.0,17.2,7,1,14.3,1,18.7
100,2020-2021,6,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,Eintracht Frankfurt,Draw,5,1,4,80.0,1.8,12,27,44.4,27,6,66.7,52.0,10,90.0,67.6,18,2,11.1,0,7.7
