,Season,Week_No,Team,Name,Nationality,Age,Minutes,Venue,Opponent,Result,shots_on_target_against,goals_against_gk,saves,save_pct,psxg_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,avg_distance_def_actions_gk
101,2020-2021,6,Mönchengladbach,Yann Sommer,SUI,31,90.0,Home,RB Leipzig,Win,3,0,3,100.0,0.8,8,19,42.1,39,4,35.9,36.1,13,38.5,38.1,9,2,22.2,0,11.8
102,2020-2021,6,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Away,Mönchengladbach,Defeat,3,1,2,66.7,1.0,4,10,40.0,37,8,24.3,30.1,1,100.0,41.0,9,1,11.1,1,16.2
103,2020-2021,6,Freiburg,Florian Müller,GER,22,90.0,Home,Bayer Leverkusen,Defeat,7,4,3,42.9,2.2,5,18,27.8,36,4,44.4,42.2,5,40.0,45.4,10,0,0.0,0,9.3
104,2020-2021,6,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Away,Freiburg,Win,5,2,3,60.0,1.3,5,27,18.5,61,5,41.0,40.0,5,40.0,44.4,5,0,0.0,1,14.8
105,2020-2021,6,Hertha BSC,Alexander Schwolow,GER,28,90.0,Home,Wolfsburg,Draw,4,1,3,75.0,0.6,6,14,42.9,26,4,50.0,37.9,7,14.3,29.1,5,0,0.0,1,23.5
106,2020-2021,6,Wolfsburg,Koen Casteels,BEL,28,90.0,Away,Hertha BSC,Draw,5,1,4,80.0,1.0,5,13,38.5,18,5,50.0,37.6,9,44.4,40.8,7,0,0.0,0,12.2
107,2020-2021,6,Hoffenheim,Oliver Baumann,GER,30,90.0,Home,Union Berlin,Defeat,5,3,3,60.0,3.4,4,9,44.4,39,7,20.5,27.8,9,11.1,22.1,3,0,0.0,2,22.6
108,2020-2021,6,Union Berlin,Andreas Luthe,GER,33,90.0,Away,Hoffenheim,Win,4,1,3,75.0,1.4,4,19,21.1,32,6,43.8,39.4,7,71.4,46.1,6,1,16.7,1,13.0
109,2020-2021,7,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Köln,Draw,1,1,1,0.0,0.1,1,2,50.0,19,2,10.5,22.8,1,0.0,22.0,9,0,0.0,0,15.0
110,2020-2021,7,Köln,Timo Horn,GER,27,39.0,Away,Werder Bremen,Draw,1,0,1,100.0,0.7,1,1,100.0,9,3,11.1,23.9,2,0.0,22.5,2,0,0.0,0,9.0
111,2020-2021,7,Köln,Ron-Robert Zieler,GER,31,51.0,Away,Werder Bremen,Draw,2,1,2,100.0,0.7,6,11,54.5,17,4,35.3,35.0,6,83.3,49.7,10,0,0.0,0,11.8
112,2020-2021,7,Augsburg,Rafał Gikiewicz,POL,33,90.0,Home,Hertha BSC,Defeat,5,3,3,60.0,3.2,3,10,30.0,28,8,28.6,30.9,8,25.0,27.1,7,2,28.6,1,15.0
113,2020-2021,7,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,Augsburg,Win,1,0,1,100.0,0.2,2,6,33.3,23,5,13.0,30.8,6,50.0,45.8,7,2,28.6,1,14.2
114,2020-2021,7,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Freiburg,Win,3,0,3,100.0,0.3,5,12,41.7,36,6,25.0,30.3,6,50.0,46.0,7,0,0.0,2,20.8
115,2020-2021,7,Freiburg,Florian Müller,GER,22,90.0,Away,RB Leipzig,Defeat,6,3,4,66.7,2.4,2,16,12.5,33,3,42.4,40.3,5,40.0,39.0,8,1,12.5,1,16.7
116,2020-2021,7,Mainz 05,Robin Zentner,GER,26,90.0,Home,Schalke 04,Draw,3,2,2,33.3,0.9,3,18,16.7,23,7,39.1,37.5,9,100.0,69.1,12,0,0.0,1,12.3
117,2020-2021,7,Schalke 04,Frederik Rønnow,DEN,28,90.0,Away,Mainz 05,Draw,5,2,5,100.0,2.8,5,8,62.5,30,6,20.0,28.4,6,33.3,32.3,3,0,0.0,0,9.7
118,2020-2021,7,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Arminia,Win,1,0,1,100.0,0.6,9,10,90.0,34,5,26.5,30.3,2,50.0,41.5,7,1,14.3,0,10.6
119,2020-2021,7,Arminia,Stefan Ortega,GER,28,90.0,Away,Union Berlin,Defeat,8,5,4,50.0,2.8,2,6,33.3,35,4,11.4,30.5,3,66.7,40.0,3,0,0.0,0,14.7
120,2020-2021,7,Stuttgart,Gregor Kobel,SUI,22,90.0,Home,Eintracht Frankfurt,Draw,7,2,5,71.4,2.5,4,13,30.8,26,6,38.5,32.7,9,33.3,19.4,13,1,7.7,0,12.8
121,2020-2021,7,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Stuttgart,Draw,4,2,3,75.0,1.2,4,11,36.4,24,3,33.3,32.1,8,37.5,41.6,5,0,0.0,0,13.0
122,2020-2021,7,Dortmund,Roman Bürki,SUI,29,90.0,Home,Bayern Munich,Defeat,7,3,4,57.1,1.9,3,11,27.3,23,6,43.5,35.9,6,16.7,22.7,13,2,15.4,0,9.5
123,2020-2021,7,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Dortmund,Win,5,2,3,60.0,2.5,14,25,56.0,50,7,42.0,37.3,8,50.0,40.0,9,0,0.0,3,14.9
124,2020-2021,7,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Hoffenheim,Win,4,1,3,75.0,1.7,12,24,50.0,24,6,62.5,44.7,10,90.0,63.1,16,1,6.3,1,16.4
125,2020-2021,7,Hoffenheim,Oliver Baumann,GER,30,90.0,Away,Wolfsburg,Defeat,7,2,5,71.4,2.6,8,17,47.1,34,3,47.1,36.3,5,20.0,35.0,10,0,0.0,2,17.2
126,2020-2021,7,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Home,Mönchengladbach,Win,5,3,3,60.0,3.2,5,19,26.3,59,5,27.1,31.0,5,60.0,40.6,4,1,25.0,1,17.1
127,2020-2021,7,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Bayer Leverkusen,Defeat,4,4,0,0.0,2.5,2,10,20.0,30,2,30.0,29.9,8,12.5,20.8,8,0,0.0,0,12.5
128,2020-2021,8,Arminia,Stefan Ortega,GER,28,90.0,Home,Bayer Leverkusen,Defeat,4,2,2,50.0,1.4,12,28,42.9,44,4,52.3,43.3,5,100.0,63.4,20,0,0.0,1,17.5
129,2020-2021,8,Bayer Leverkusen,Lukáš Hrádecký,FIN,30,90.0,Away,Arminia,Win,0,1,0,,0.0,8,19,42.1,45,3,42.2,38.4,2,0.0,24.0,5,1,20.0,2,19.5
130,2020-2021,8,Bayern Munich,Manuel Neuer,GER,34,90.0,Home,Werder Bremen,Draw,4,1,3,75.0,1.9,6,7,85.7,16,2,25.0,30.6,4,75.0,44.0,5,0,0.0,1,18.3
131,2020-2021,8,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,Bayern Munich,Draw,2,1,1,50.0,0.9,11,23,47.8,21,9,52.4,38.0,17,70.6,47.0,14,2,14.3,0,5.3
132,2020-2021,8,Schalke 04,Frederik Rønnow,DEN,28,90.0,Home,Wolfsburg,Defeat,7,2,5,71.4,2.8,3,13,23.1,31,8,35.5,32.2,8,25.0,28.0,4,1,25.0,0,10.3
133,2020-2021,8,Wolfsburg,Koen Casteels,BEL,28,90.0,Away,Schalke 04,Win,6,0,6,100.0,0.7,8,21,38.1,39,6,38.5,36.6,7,85.7,61.4,10,0,0.0,0,12.2
134,2020-2021,8,Hoffenheim,Oliver Baumann,GER,30,90.0,Home,Stuttgart,Draw,9,3,6,66.7,4.1,5,16,31.3,28,6,46.4,35.5,7,42.9,40.0,8,1,12.5,3,18.5
135,2020-2021,8,Stuttgart,Gregor Kobel,SUI,22,90.0,Away,Hoffenheim,Draw,7,3,5,71.4,2.2,4,8,50.0,38,11,21.1,26.1,6,0.0,8.8,10,0,0.0,1,16.4
136,2020-2021,8,Mönchengladbach,Yann Sommer,SUI,31,90.0,Home,Augsburg,Draw,5,1,4,80.0,1.4,3,12,25.0,37,4,29.7,31.1,4,25.0,36.3,9,0,0.0,0,8.0
137,2020-2021,8,Augsburg,Rafał Gikiewicz,POL,33,90.0,Away,Mönchengladbach,Draw,6,1,4,83.3,1.5,7,17,41.2,39,4,25.6,26.9,14,50.0,51.3,12,0,0.0,1,18.3
138,2020-2021,8,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,RB Leipzig,Draw,2,1,1,50.0,1.0,11,32,34.4,45,8,57.8,40.6,7,85.7,55.6,12,0,0.0,1,12.9
139,2020-2021,8,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Away,Eintracht Frankfurt,Draw,3,1,1,66.7,1.0,9,17,52.9,33,4,33.3,34.0,12,50.0,40.9,7,2,28.6,3,28.3
140,2020-2021,8,Hertha BSC,Alexander Schwolow,GER,28,90.0,Home,Dortmund,Defeat,8,5,3,37.5,4.0,6,14,42.9,28,2,42.9,36.4,7,28.6,27.3,4,0,0.0,0,8.3
141,2020-2021,8,Dortmund,Roman Bürki,SUI,30,90.0,Away,Hertha BSC,Win,2,2,1,50.0,1.0,2,7,28.6,18,5,38.9,38.5,3,0.0,13.7,5,0,0.0,0,6.8
142,2020-2021,8,Freiburg,Florian Müller,GER,23,90.0,Home,Mainz 05,Defeat,8,3,5,62.5,2.5,1,7,14.3,35,1,5.7,21.7,9,55.6,44.0,3,0,0.0,1,45.0
143,2020-2021,8,Mainz 05,Robin Zentner,GER,26,90.0,Away,Freiburg,Win,6,1,5,83.3,0.8,7,24,29.2,25,8,56.0,46.6,11,90.9,66.2,18,3,16.7,0,7.5
144,2020-2021,8,Köln,Timo Horn,GER,27,90.0,Home,Union Berlin,Defeat,2,2,0,0.0,1.8,5,13,38.5,33,8,36.4,36.3,1,100.0,69.0,14,0,0.0,0,9.8
145,2020-2021,8,Union Berlin,Andreas Luthe,GER,33,90.0,Away,Köln,Win,3,1,2,66.7,0.9,3,12,25.0,26,4,26.9,30.5,10,50.0,39.1,7,0,0.0,0,7.5
146,2020-2021,9,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Werder Bremen,Win,4,3,2,25.0,1.5,6,7,85.7,21,5,28.6,29.2,4,25.0,29.0,6,3,50.0,0,17.0
147,2020-2021,9,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,Wolfsburg,Defeat,6,5,1,16.7,2.1,5,13,38.5,27,9,40.7,37.2,6,33.3,31.3,10,0,0.0,1,12.7
148,2020-2021,9,Dortmund,Roman Bürki,SUI,30,90.0,Home,Köln,Defeat,5,2,3,60.0,2.0,2,3,66.7,19,8,15.8,22.2,2,0.0,24.5,4,1,25.0,0,16.8
149,2020-2021,9,Köln,Timo Horn,GER,27,90.0,Away,Dortmund,Win,4,1,3,75.0,1.3,12,30,40.0,26,2,76.9,53.8,11,90.9,64.5,8,0,0.0,0,9.0
150,2020-2021,9,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Arminia,Win,3,1,2,66.7,0.5,2,7,28.6,24,1,29.2,29.7,5,0.0,24.8,6,0,0.0,1,18.3
151,2020-2021,9,Arminia,Stefan Ortega,GER,28,90.0,Away,RB Leipzig,Defeat,5,2,3,60.0,2.0,20,37,54.1,57,3,61.4,43.8,5,40.0,32.6,5,0,0.0,0,12.4
152,2020-2021,9,Augsburg,Rafał Gikiewicz,POL,33,90.0,Home,Freiburg,Draw,5,1,4,80.0,0.4,11,18,61.1,58,8,31.0,30.3,7,0.0,17.6,17,0,0.0,2,15.3
153,2020-2021,9,Freiburg,Florian Müller,GER,23,90.0,Away,Augsburg,Draw,2,1,1,50.0,0.3,12,25,48.0,36,3,41.7,43.6,11,90.9,64.0,8,0,0.0,0,17.3
154,2020-2021,9,Stuttgart,Gregor Kobel,SUI,22,90.0,Home,Bayern Munich,Defeat,6,3,3,50.0,0.7,3,6,50.0,28,11,17.9,21.8,7,14.3,19.0,12,0,0.0,0,12.8
155,2020-2021,9,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Stuttgart,Win,5,1,4,80.0,1.6,12,19,63.2,41,6,36.6,34.1,10,40.0,35.5,9,1,11.1,0,14.3
156,2020-2021,9,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Eintracht Frankfurt,Draw,3,3,0,0.0,1.9,2,21,9.5,25,1,56.0,42.4,9,77.8,52.3,10,0,0.0,0,7.8
157,2020-2021,9,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Union Berlin,Draw,6,3,4,66.7,3.4,6,14,42.9,35,5,31.4,32.5,7,42.9,39.4,11,1,9.1,1,16.2
158,2020-2021,9,Mönchengladbach,Yann Sommer,SUI,31,90.0,Home,Schalke 04,Win,2,1,1,50.0,0.9,6,12,50.0,40,2,25.0,30.4,7,28.6,25.6,4,1,25.0,0,9.5
159,2020-2021,9,Schalke 04,Frederik Rønnow,DEN,28,90.0,Away,Mönchengladbach,Defeat,9,4,5,55.6,3.6,4,11,36.4,26,4,30.8,31.6,7,42.9,34.7,5,0,0.0,2,21.4
160,2020-2021,9,Bayer Leverkusen,Lukáš Hrádecký,FIN,31,90.0,Home,Hertha BSC,Draw,3,0,3,100.0,0.7,9,20,45.0,46,4,41.3,34.8,4,25.0,21.0,6,1,16.7,2,25.7
161,2020-2021,9,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,Bayer Leverkusen,Draw,2,0,2,100.0,0.2,11,22,50.0,38,3,44.7,39.2,9,55.6,43.8,8,0,0.0,0,10.6
162,2020-2021,9,Mainz 05,Robin Zentner,GER,26,90.0,Home,Hoffenheim,Draw,4,1,3,75.0,1.3,5,16,31.3,23,4,47.8,39.5,9,55.6,42.9,16,0,0.0,1,10.4
163,2020-2021,9,Hoffenheim,Oliver Baumann,GER,30,90.0,Away,Mainz 05,Draw,4,1,3,75.0,1.0,6,13,46.2,29,4,44.8,37.9,3,0.0,15.7,14,0,0.0,1,10.0
164,2020-2021,10,Hertha BSC,Alexander Schwolow,GER,28,90.0,Home,Union Berlin,Win,1,1,0,0.0,0.8,4,8,50.0,22,4,22.7,31.3,4,75.0,61.5,7,0,0.0,0,11.5
165,2020-2021,10,Union Berlin,Andreas Luthe,GER,33,90.0,Away,Hertha BSC,Defeat,7,3,4,57.1,2.3,8,15,53.3,18,3,55.6,44.9,6,83.3,56.5,10,1,10.0,0,12.0
166,2020-2021,10,Arminia,Stefan Ortega,GER,28,90.0,Home,Mainz 05,Win,5,1,4,80.0,1.5,15,27,55.6,36,2,52.8,43.3,9,88.9,61.4,11,0,0.0,0,8.3
167,2020-2021,10,Mainz 05,Robin Zentner,GER,26,90.0,Away,Arminia,Defeat,5,2,3,60.0,1.5,4,13,30.8,28,12,28.6,31.4,8,62.5,54.5,8,0,0.0,0,9.2
168,2020-2021,10,Freiburg,Florian Müller,GER,23,90.0,Home,Mönchengladbach,Draw,4,2,2,50.0,1.4,10,22,45.5,29,6,48.3,43.8,8,100.0,71.9,5,1,20.0,1,19.0
169,2020-2021,10,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Freiburg,Draw,6,2,5,83.3,1.9,10,17,58.8,44,6,34.1,33.6,12,16.7,23.4,7,0,0.0,0,7.2
170,2020-2021,10,Köln,Timo Horn,GER,27,90.0,Home,Wolfsburg,Draw,6,2,4,66.7,1.3,15,27,55.6,25,1,80.0,55.2,9,77.8,56.8,8,1,12.5,1,11.2
171,2020-2021,10,Wolfsburg,Koen Casteels,BEL,28,90.0,Away,Köln,Draw,3,2,1,33.3,2.3,3,8,37.5,28,5,17.9,28.5,4,75.0,65.0,8,1,12.5,1,14.7
172,2020-2021,10,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,Dortmund,Draw,5,1,4,80.0,0.5,8,30,26.7,31,3,80.6,49.2,9,55.6,41.9,6,0,0.0,0,11.8
173,2020-2021,10,Dortmund,Roman Bürki,SUI,30,90.0,Away,Eintracht Frankfurt,Draw,1,1,0,0.0,0.3,4,14,28.6,32,4,34.4,31.3,7,42.9,35.6,7,0,0.0,0,13.0
174,2020-2021,10,Bayern Munich,Manuel Neuer,GER,34,90.0,Home,RB Leipzig,Draw,4,3,1,25.0,2.0,6,12,50.0,36,5,30.6,33.2,4,25.0,26.5,6,0,0.0,6,23.2
175,2020-2021,10,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Away,Bayern Munich,Draw,5,3,2,40.0,1.1,6,11,54.5,30,12,36.7,36.0,8,0.0,22.9,11,1,9.1,0,14.5
176,2020-2021,10,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Stuttgart,Defeat,5,2,4,80.0,2.1,8,13,61.5,28,3,42.9,37.0,6,16.7,17.0,6,0,0.0,1,28.0
177,2020-2021,10,Stuttgart,Gregor Kobel,SUI,23,90.0,Away,Werder Bremen,Win,3,1,2,66.7,0.6,4,11,36.4,35,8,31.4,31.4,9,0.0,9.0,12,0,0.0,2,15.1
178,2020-2021,10,Schalke 04,Michael Langer,AUT,35,90.0,Home,Bayer Leverkusen,Defeat,9,3,7,66.7,3.1,8,14,57.1,13,1,53.8,40.8,15,46.7,36.6,9,0,0.0,0,6.0
179,2020-2021,10,Bayer Leverkusen,Lukáš Hrádecký,FIN,31,90.0,Away,Schalke 04,Win,3,0,3,100.0,1.1,13,24,54.2,47,6,44.7,39.4,4,75.0,55.8,7,0,0.0,1,16.7
180,2020-2021,10,Hoffenheim,Oliver Baumann,GER,30,90.0,Home,Augsburg,Win,2,1,1,50.0,0.5,8,14,57.1,45,7,26.7,28.2,7,28.6,31.9,12,0,0.0,1,15.9
181,2020-2021,10,Augsburg,Rafał Gikiewicz,POL,33,90.0,Away,Hoffenheim,Defeat,7,3,4,57.1,2.8,7,11,63.6,34,7,32.4,32.9,3,0.0,19.7,6,1,16.7,0,14.6
182,2020-2021,11,Wolfsburg,Koen Casteels,BEL,28,90.0,Home,Eintracht Frankfurt,Win,3,1,3,100.0,1.2,8,21,38.1,41,3,43.9,39.1,3,100.0,66.7,8,1,12.5,1,15.8
183,2020-2021,11,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Away,Wolfsburg,Defeat,8,2,7,87.5,3.0,9,26,34.6,40,8,57.5,42.8,9,33.3,33.0,11,2,18.2,2,13.5
184,2020-2021,11,Dortmund,Roman Bürki,SUI,30,90.0,Home,Stuttgart,Defeat,9,5,5,55.6,4.1,7,11,63.6,28,4,32.1,32.3,4,50.0,44.3,7,0,0.0,2,18.3
185,2020-2021,11,Stuttgart,Gregor Kobel,SUI,23,90.0,Away,Dortmund,Win,4,1,3,75.0,1.0,2,11,18.2,21,5,47.6,44.0,5,20.0,16.6,10,0,0.0,0,11.1
186,2020-2021,11,Mönchengladbach,Tobias Sippel,GER,32,90.0,Home,Hertha BSC,Draw,2,1,1,50.0,1.2,5,9,55.6,20,2,40.0,35.5,5,20.0,20.2,6,1,16.7,2,24.0
187,2020-2021,11,Hertha BSC,Alexander Schwolow,GER,28,90.0,Away,Mönchengladbach,Draw,3,1,2,66.7,1.2,12,21,57.1,31,4,41.9,38.2,9,88.9,62.2,10,0,0.0,1,14.0
188,2020-2021,11,Freiburg,Florian Müller,GER,23,90.0,Home,Arminia,Win,3,0,3,100.0,1.2,7,20,35.0,35,9,51.4,43.4,4,50.0,43.3,9,0,0.0,1,11.2
189,2020-2021,11,Arminia,Stefan Ortega,GER,28,90.0,Away,Freiburg,Defeat,6,2,5,83.3,2.8,13,32,40.6,71,5,36.6,37.8,8,75.0,58.4,8,1,12.5,3,19.8
190,2020-2021,11,Mainz 05,Robin Zentner,GER,26,90.0,Home,Köln,Defeat,6,1,5,83.3,1.4,3,10,30.0,29,9,24.1,29.8,4,75.0,60.0,9,4,44.4,1,19.4
191,2020-2021,11,Köln,Timo Horn,GER,27,90.0,Away,Mainz 05,Win,4,0,4,100.0,0.8,11,27,40.7,34,4,55.9,46.3,11,72.7,51.1,13,0,0.0,1,14.5
192,2020-2021,11,RB Leipzig,Péter Gulácsi,HUN,30,90.0,Home,Werder Bremen,Win,2,0,2,100.0,0.1,3,7,42.9,25,6,28.0,33.6,3,0.0,15.0,10,1,10.0,2,18.0
193,2020-2021,11,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Away,RB Leipzig,Defeat,6,2,5,83.3,2.2,3,11,27.3,36,7,27.8,29.2,6,16.7,23.7,4,1,25.0,1,18.3
194,2020-2021,11,Union Berlin,Andreas Luthe,GER,33,90.0,Home,Bayern Munich,Draw,5,1,4,80.0,2.1,7,17,41.2,18,3,61.1,45.4,9,66.7,43.1,11,0,0.0,0,10.5
195,2020-2021,11,Bayern Munich,Manuel Neuer,GER,34,90.0,Away,Union Berlin,Draw,5,1,4,80.0,1.8,10,14,71.4,37,6,24.3,30.3,7,71.4,45.9,8,0,0.0,2,15.9
196,2020-2021,11,Augsburg,Rafał Gikiewicz,POL,33,90.0,Home,Schalke 04,Draw,4,2,2,50.0,0.3,7,20,35.0,29,4,58.6,46.9,10,30.0,33.2,7,0,0.0,0,14.5
197,2020-2021,11,Schalke 04,Ralf Fährmann,GER,32,90.0,Away,Augsburg,Draw,4,2,3,50.0,0.7,3,10,30.0,31,11,16.1,26.1,7,71.4,50.9,8,0,0.0,1,13.9
198,2020-2021,11,Bayer Leverkusen,Lukáš Hrádecký,FIN,31,90.0,Home,Hoffenheim,Win,4,1,3,75.0,1.5,5,20,25.0,46,3,32.6,32.3,7,71.4,42.7,7,0,0.0,0,16.0
199,2020-2021,11,Hoffenheim,Oliver Baumann,GER,30,90.0,Away,Bayer Leverkusen,Defeat,7,4,4,57.1,2.8,7,14,50.0,31,5,38.7,35.5,7,28.6,26.3,4,0,0.0,1,15.7
200,2020-2021,12,Eintracht Frankfurt,Kevin Trapp,GER,30,90.0,Home,Mönchengladbach,Draw,3,3,1,33.3,2.1,7,27,25.9,30,2,70.0,48.0,6,100.0,63.8,8,0,0.0,0,16.9
201,2020-2021,12,Mönchengladbach,Yann Sommer,SUI,31,90.0,Away,Eintracht Frankfurt,Draw,2,3,0,0.0,2.2,14,24,58.3,47,6,46.8,35.9,6,33.3,33.8,6,1,16.7,0,11.8
202,2020-2021,12,Werder Bremen,Jiří Pavlenka,CZE,28,90.0,Home,Dortmund,Defeat,8,2,6,75.0,2.7,10,21,47.6,40,3,50.0,37.6,6,16.7,29.7,6,0,0.0,1,28.0
203,2020-2021,12,Dortmund,Roman Bürki,SUI,30,90.0,Away,Werder Bremen,Win,3,1,2,66.7,0.8,1,10,10.0,23,5,34.8,35.3,7,28.6,31.0,8,0,0.0,1,23.8
